Machine_ID,Coolant_Pressure,Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Speed,Downtime
Makino-L1-Unit1-2013,4.86086247,27,47.3,33,21951,Machine_Failure
Makino-L1-Unit1-2013,3.053451378,22.7,52.2,34.6,21119,No_Machine_Failure
Makino-L2-Unit1-2015,5.144646312,6.8,49.5,35.4,20694,No_Machine_Failure
Makino-L2-Unit1-2015,6.893181921,24.4,50.2,29.2,20801,Machine_Failure
Makino-L3-Unit1-2015,5.358623507,28.7,52,40.4,27957,Machine_Failure
Makino-L3-Unit1-2015,6.960635908,29.8,44.6,38.9,17919,Machine_Failure
Makino-L3-Unit1-2015,4.84252053,30.3,51.4,32.8,25528,Machine_Failure
Makino-L3-Unit1-2015,6.839413159,29.8,50.1,31.3,20504,Machine_Failure
Makino-L1-Unit1-2013,5.918357337,25.6,48.3,29.8,23432,Machine_Failure
Makino-L3-Unit1-2015,6.560332199,26.4,46.6,41.1,26526,Machine_Failure
Makino-L1-Unit1-2013,5.567856573,27,47.7,31.4,27613,Machine_Failure
Makino-L1-Unit1-2013,4.566853902,28.7,42.5,37,26605,Machine_Failure
Makino-L3-Unit1-2015,5.103550935,21.3,48.4,36.9,20501,No_Machine_Failure
Makino-L2-Unit1-2015,5.106081562,10.6,43.4,32.4,20536,No_Machine_Failure
Makino-L1-Unit1-2013,4.597106218,18.4,44.4,39.5,17919,Machine_Failure
Makino-L3-Unit1-2015,5.103807043,12.2,48.9,34.1,20505,No_Machine_Failure
Makino-L2-Unit1-2015,4.595799295,4.9,44.8,33.8,18553,Machine_Failure
Makino-L1-Unit1-2013,5.107853292,21.3,,37.4,20548,No_Machine_Failure
Makino-L2-Unit1-2015,3.895031347,21.3,46.4,37.2,20546,No_Machine_Failure
Makino-L1-Unit1-2013,5.10910986,21.3,48.9,39.4,14266,No_Machine_Failure
Makino-L3-Unit1-2015,5.10513139,21.3,45.8,37.1,20512,No_Machine_Failure
Makino-L2-Unit1-2015,4.223619729,14.5,51,43.1,23990,Machine_Failure
Makino-L2-Unit1-2015,4.246362254,20,42.9,39.9,23432,Machine_Failure
Makino-L1-Unit1-2013,4.240495164,14.2,45.4,34.3,26526,Machine_Failure
Makino-L3-Unit1-2015,6.192603245,30.4,50,37.6,24313,No_Machine_Failure
Makino-L1-Unit1-2013,6.234286546,9.9,51.8,35.5,13272,No_Machine_Failure
Makino-L3-Unit1-2015,6.110119687,4.5,46.8,38.9,16198,No_Machine_Failure
Makino-L1-Unit1-2013,6.189249225,30.4,54.9,39.6,24307,No_Machine_Failure
Makino-L2-Unit1-2015,6.839413159,14.2,45.2,32.4,17072,Machine_Failure
Makino-L2-Unit1-2015,5.646626525,8.7,46.2,36.8,22591,No_Machine_Failure
Makino-L2-Unit1-2015,6.229981647,9.9,49.7,37.8,24510,No_Machine_Failure
Makino-L2-Unit1-2015,6.16484072,10.6,45.5,38.5,24278,No_Machine_Failure
Makino-L3-Unit1-2015,3.164804649,12.2,51.7,38.6,24461,No_Machine_Failure
Makino-L1-Unit1-2013,6.863944117,7.7,51.9,39.6,17073,Machine_Failure
Makino-L1-Unit1-2013,5.567856573,16.6,52,30.9,17081,Machine_Failure
Makino-L2-Unit1-2015,4.566853902,6.2,54.6,38.9,17067,Machine_Failure
Makino-L2-Unit1-2015,3.106960002,26.1,49,38.9,22534,No_Machine_Failure
Makino-L1-Unit1-2013,6.560332199,15.4,46.8,34.4,17061,Machine_Failure
Makino-L3-Unit1-2015,5.918357337,15.4,49.2,37.6,17036,Machine_Failure
Makino-L3-Unit1-2015,6.893181921,12.1,50.2,32.2,17011,Machine_Failure
Makino-L3-Unit1-2015,4.84252053,34.7,47.2,35.2,17042,Machine_Failure
Makino-L1-Unit1-2013,6.960635908,11,43.2,33.6,17030,Machine_Failure
Makino-L1-Unit1-2013,5.358623507,11.1,43.3,37.2,16817,Machine_Failure
Makino-L2-Unit1-2015,4.86086247,22.8,50.2,40.4,16815,Machine_Failure
Makino-L2-Unit1-2015,6.863944117,10,52.3,38.7,16910,Machine_Failure
Makino-L2-Unit1-2015,6.839413159,14.9,49.7,34.6,16910,Machine_Failure
Makino-L1-Unit1-2013,4.566853902,17.1,46.7,36,17061,Machine_Failure
Makino-L3-Unit1-2015,5.567856573,6.2,44.4,37.6,16874,Machine_Failure
Makino-L1-Unit1-2013,6.560332199,11.7,49.9,34.9,17010,Machine_Failure
Makino-L3-Unit1-2015,5.643748676,26.2,47.4,33.1,17726,No_Machine_Failure
Makino-L2-Unit1-2015,3.895031347,30.3,55.7,36.3,24280,No_Machine_Failure
Makino-L1-Unit1-2013,6.198191407,31,52.7,35.3,19197,No_Machine_Failure
Makino-L3-Unit1-2015,3.053148837,30.1,48.4,38.8,14266,No_Machine_Failure
Makino-L1-Unit1-2013,3.126011472,30.3,44.9,39,24298,No_Machine_Failure
Makino-L3-Unit1-2015,6.107552666,6.8,49.7,32.3,13272,No_Machine_Failure
Makino-L2-Unit1-2015,5.78222396,27.6,49.5,38.8,13272,No_Machine_Failure
Makino-L2-Unit1-2015,5.631219041,26.2,47.8,28.6,14152,No_Machine_Failure
Makino-L3-Unit1-2015,3.895031347,26.2,44.1,34.1,22552,No_Machine_Failure
Makino-L3-Unit1-2015,5.638346149,26.2,39.9,35,22553,No_Machine_Failure
Makino-L1-Unit1-2013,6.213477913,31,44.5,32.2,24455,No_Machine_Failure
Makino-L3-Unit1-2015,6.192603245,30.5,46.4,31,24315,No_Machine_Failure
Makino-L3-Unit1-2015,5.629777874,26.1,48,31.8,13272,No_Machine_Failure
Makino-L1-Unit1-2013,3.895031347,27.5,42,35.6,16198,No_Machine_Failure
Makino-L3-Unit1-2015,5.631572422,26.2,46.6,32.2,16198,No_Machine_Failure
Makino-L3-Unit1-2015,3.895031347,26.2,51.6,34.5,22561,No_Machine_Failure
Makino-L3-Unit1-2015,3.053451378,,50.6,45.4,,No_Machine_Failure
Makino-L1-Unit1-2013,3.126011472,26.1,53,34,22525,No_Machine_Failure
Makino-L1-Unit1-2013,4.258445857,18.5,49.7,37.6,17076,Machine_Failure
Makino-L3-Unit1-2015,6.19513842,10.6,47,34.5,16198,No_Machine_Failure
Makino-L1-Unit1-2013,3.895031347,9.9,43.5,31.5,13272,No_Machine_Failure
Makino-L2-Unit1-2015,5.383469576,5.7,44.1,37.2,21592,No_Machine_Failure
Makino-L3-Unit1-2015,3.817833591,5.7,49.5,41.3,17726,No_Machine_Failure
Makino-L3-Unit1-2015,3.164804649,4.5,52.3,32.4,16198,No_Machine_Failure
Makino-L1-Unit1-2013,3.164804649,5.7,46.1,40.4,13272,No_Machine_Failure
Makino-L2-Unit1-2015,6.863944117,26.4,47.7,36,20504,Machine_Failure
Makino-L3-Unit1-2015,3.105982448,12.2,53.4,44.1,15217,No_Machine_Failure
Makino-L3-Unit1-2015,4.84252053,4.7,45.6,36.8,19596,Machine_Failure
Makino-L3-Unit1-2015,3.126011472,10.6,47.3,27.9,17726,No_Machine_Failure
Makino-L3-Unit1-2015,5.420819351,11.9,47,33.7,21695,No_Machine_Failure
Makino-L2-Unit1-2015,4.86722127,6.4,42,30.8,19621,Machine_Failure
Makino-L1-Unit1-2013,3.053451378,6.8,45.9,39.5,17726,No_Machine_Failure
Makino-L3-Unit1-2015,3.895031347,9.9,47.6,35.1,16198,No_Machine_Failure
Makino-L1-Unit1-2013,3.053148837,23.9,50.7,34,21576,No_Machine_Failure
Makino-L2-Unit1-2015,3.888834693,8.7,42.9,36.8,15217,No_Machine_Failure
Makino-L3-Unit1-2015,4.863336017,25.1,47.9,33.6,19609,Machine_Failure
Makino-L3-Unit1-2015,5.362001026,5.7,43.3,38,21528,No_Machine_Failure
Makino-L3-Unit1-2015,6.839413159,25.6,52.8,36,26605,Machine_Failure
Makino-L1-Unit1-2013,6.893181921,11.4,45.5,38.5,19621,Machine_Failure
Makino-L3-Unit1-2015,5.567856573,15.5,53.8,41.5,27613,Machine_Failure
Makino-L1-Unit1-2013,6.560332199,13,46.6,32.3,26526,Machine_Failure
Makino-L2-Unit1-2015,4.566853902,20.8,38.1,33.9,26605,Machine_Failure
Makino-L3-Unit1-2015,5.918357337,11,41.8,31.5,23432,Machine_Failure
Makino-L1-Unit1-2013,6.893181921,6.2,46.2,35.5,25528,Machine_Failure
Makino-L2-Unit1-2015,4.84252053,9.8,38.6,34.7,17919,Machine_Failure
Makino-L1-Unit1-2013,6.960635908,4.2,46.3,34.8,27957,Machine_Failure
Makino-L3-Unit1-2015,5.423161286,24.2,51.9,38.4,21708,No_Machine_Failure
Makino-L1-Unit1-2013,6.839413159,9.7,46.1,36.3,20504,Machine_Failure
Makino-L1-Unit1-2013,5.375713004,23.9,36.9,37.6,21580,No_Machine_Failure
Makino-L3-Unit1-2015,4.566853902,24.4,46.9,36.8,27613,Machine_Failure
Makino-L1-Unit1-2013,5.918357337,15.2,45.4,38.9,19421,Machine_Failure
Makino-L3-Unit1-2015,3.105982448,24.2,44.4,36.3,21699,No_Machine_Failure
Makino-L3-Unit1-2015,5.245609345,10.6,45.5,35.2,21095,No_Machine_Failure
Makino-L3-Unit1-2015,5.243661854,4.5,48.2,41.5,21078,No_Machine_Failure
Makino-L1-Unit1-2013,5.244889136,11.9,48,42.3,21092,No_Machine_Failure
Makino-L3-Unit1-2015,5.243642708,12.2,46.1,36.2,21078,No_Machine_Failure
Makino-L1-Unit1-2013,5.358623507,15,46.2,33.7,21951,Machine_Failure
Makino-L1-Unit1-2013,4.86086247,16.4,45.2,33.4,20504,Machine_Failure
Makino-L3-Unit1-2015,6.863944117,18.2,49.3,33.2,26605,Machine_Failure
Makino-L2-Unit1-2015,4.566853902,21.8,51.6,39,26526,Machine_Failure
Makino-L2-Unit1-2015,6.839413159,14.1,51.8,32.4,27613,Machine_Failure
Makino-L3-Unit1-2015,5.567856573,19.9,47.9,33.7,23432,Machine_Failure
Makino-L1-Unit1-2013,5.146634139,7.4,49.4,35.5,19197,No_Machine_Failure
Makino-L1-Unit1-2013,6.560332199,4.9,51.3,35.5,20801,Machine_Failure
Makino-L2-Unit1-2015,5.918357337,15.8,48.2,32.2,25528,Machine_Failure
Makino-L1-Unit1-2013,3.053148837,7.4,50.8,33.9,18436,No_Machine_Failure
Makino-L3-Unit1-2015,6.893181921,9.6,43.7,31.6,17919,Machine_Failure
Makino-L1-Unit1-2013,4.84252053,13.4,49.5,32.4,27957,Machine_Failure
Makino-L1-Unit1-2013,5.178800498,22,51.2,30.7,20833,No_Machine_Failure
Makino-L1-Unit1-2013,5.17916007,22,45.6,31.4,20834,No_Machine_Failure
Makino-L1-Unit1-2013,5.11094948,21.4,49.6,38.9,20557,No_Machine_Failure
Makino-L3-Unit1-2015,6.052287047,4.5,47.7,35.9,17726,No_Machine_Failure
Makino-L1-Unit1-2013,4.20699793,4.5,47,29.5,20504,Machine_Failure
Makino-L3-Unit1-2015,4.205222142,9.5,49.3,23.8,26605,Machine_Failure
Makino-L2-Unit1-2015,4.212618709,20.2,46.5,36.1,27613,Machine_Failure
Makino-L3-Unit1-2015,6.01364076,11.9,47.2,41.3,15217,No_Machine_Failure
Makino-L2-Unit1-2015,6.014426275,9.9,53.4,37.6,14152,No_Machine_Failure
Makino-L1-Unit1-2013,6.084072168,12.2,44.6,33.6,16198,No_Machine_Failure
Makino-L1-Unit1-2013,4.19194524,6.8,44.2,40,26526,Machine_Failure
Makino-L2-Unit1-2015,3.105982448,29.8,55.9,35.1,24094,No_Machine_Failure
Makino-L3-Unit1-2015,6.020676082,5.7,45.4,32,23945,No_Machine_Failure
Makino-L2-Unit1-2015,6.1049761,6.8,49.7,38.1,24151,No_Machine_Failure
Makino-L2-Unit1-2015,6.059746373,8.7,48.9,33.3,24074,No_Machine_Failure
Makino-L2-Unit1-2015,3.895031347,12.2,41.7,36,24092,No_Machine_Failure
Makino-L1-Unit1-2013,3.126011472,29.8,48.3,38.8,24097,No_Machine_Failure
Makino-L1-Unit1-2013,6.026283801,10.6,51.9,31.9,14266,No_Machine_Failure
Makino-L3-Unit1-2015,4.203009141,24.3,51.3,36.2,21951,Machine_Failure
Makino-L3-Unit1-2015,4.211640639,27,42.9,39.1,16875,Machine_Failure
Makino-L2-Unit1-2015,4.198424375,12.8,51,29.1,16830,Machine_Failure
Makino-L3-Unit1-2015,5.567856573,30.3,43.2,37.8,26526,Machine_Failure
Makino-L2-Unit1-2015,6.560332199,29.8,45.9,35.6,23432,Machine_Failure
Makino-L3-Unit1-2015,4.219632774,29.8,52.9,36.4,16910,Machine_Failure
Makino-L2-Unit1-2015,4.214367212,30.3,56.1,31.4,16893,Machine_Failure
Makino-L1-Unit1-2013,5.918357337,28.7,40.4,35.4,16828,Machine_Failure
Makino-L2-Unit1-2015,6.863944117,6.5,48.7,35.9,21951,Machine_Failure
Makino-L1-Unit1-2013,4.207159746,11.6,47.4,36.2,16867,Machine_Failure
Makino-L1-Unit1-2013,4.216307522,24.4,51.5,32.4,16899,Machine_Failure
Makino-L1-Unit1-2013,6.893181921,27,53.7,31.4,16887,Machine_Failure
Makino-L2-Unit1-2015,4.214534974,25.6,43.3,33.8,16899,Machine_Failure
Makino-L3-Unit1-2015,4.84252053,26.4,50.2,39,16883,Machine_Failure
Makino-L1-Unit1-2013,4.881179508,24.2,51,40.7,19684,Machine_Failure
Makino-L1-Unit1-2013,4.878719334,28.7,44.4,33.3,19668,Machine_Failure
Makino-L2-Unit1-2015,4.877123108,29.8,48.2,41.2,19659,Machine_Failure
Makino-L2-Unit1-2015,4.874710987,27,49.1,39.8,19657,Machine_Failure
Makino-L3-Unit1-2015,4.871922535,28.7,47.6,40.1,19648,Machine_Failure
Makino-L1-Unit1-2013,4.878068606,25.6,45.7,30,19664,Machine_Failure
Makino-L1-Unit1-2013,5.221860459,26.4,42.8,35,19680,Machine_Failure
Makino-L2-Unit1-2015,4.852759608,26.4,48,36.2,19578,Machine_Failure
Makino-L3-Unit1-2015,4.871156844,30.3,50,37.3,19647,Machine_Failure
Makino-L3-Unit1-2015,4.798359345,4.5,43.2,29,15217,No_Machine_Failure
Makino-L3-Unit1-2015,3.895031347,6.8,,40.3,18436,No_Machine_Failure
Makino-L1-Unit1-2013,3.79559379,6.8,47.6,34.1,17726,No_Machine_Failure
Makino-L3-Unit1-2015,3.866646783,5.7,51.9,31.2,16198,No_Machine_Failure
Makino-L1-Unit1-2013,5.423701104,9.9,45.3,38.1,13272,No_Machine_Failure
Makino-L3-Unit1-2015,3.166083167,12.2,39.5,35.2,14266,No_Machine_Failure
Makino-L3-Unit1-2015,3.178193346,11.9,,43.3,14152,No_Machine_Failure
Makino-L2-Unit1-2015,3.817833591,10.6,43.2,29.9,13272,No_Machine_Failure
Makino-L1-Unit1-2013,3.78509192,9.9,47.4,38.1,19197,No_Machine_Failure
Makino-L3-Unit1-2015,3.820178099,8.7,50,41,18436,No_Machine_Failure
Makino-L2-Unit1-2015,5.992048108,7.4,56.6,38.5,17726,No_Machine_Failure
Makino-L3-Unit1-2015,5.918941307,10.6,43.9,38,14152,No_Machine_Failure
Makino-L2-Unit1-2015,3.166768986,7.4,42.5,36.4,18436,No_Machine_Failure
Makino-L2-Unit1-2015,3.888834693,5.7,47.2,30.2,17726,No_Machine_Failure
Makino-L1-Unit1-2013,3.140995239,8.7,47.7,31.8,19197,No_Machine_Failure
Makino-L1-Unit1-2013,4.870609488,24.4,42.9,29.2,19647,Machine_Failure
Makino-L3-Unit1-2015,3.126011472,4.5,52.5,32.4,17726,No_Machine_Failure
Makino-L2-Unit1-2015,3.895031347,28.5,49.6,38.5,16198,No_Machine_Failure
Makino-L3-Unit1-2015,3.126011472,7.4,48.6,41.9,20616,No_Machine_Failure
Makino-L1-Unit1-2013,5.110733064,6.8,43.1,36.2,16198,No_Machine_Failure
Makino-L3-Unit1-2015,4.817263419,13.8,45.3,31.2,19412,Machine_Failure
Makino-L1-Unit1-2013,3.053148837,21.4,43.6,28.9,14266,No_Machine_Failure
Makino-L1-Unit1-2013,3.105982448,9.9,50.7,40.4,20536,No_Machine_Failure
Makino-L1-Unit1-2013,5.105868054,21.3,48.1,39.4,15217,No_Machine_Failure
Makino-L1-Unit1-2013,4.785273334,24.4,47.5,38.6,19288,Machine_Failure
Makino-L1-Unit1-2013,3.053451378,21.3,57.2,37.5,14152,No_Machine_Failure
Makino-L1-Unit1-2013,3.106960002,8.7,53.5,36.8,20547,No_Machine_Failure
Makino-L3-Unit1-2015,4.790510066,25.6,43.4,27.4,19328,Machine_Failure
Makino-L3-Unit1-2015,3.888834693,21.3,45.1,33.9,15217,No_Machine_Failure
Makino-L1-Unit1-2013,4.499801,12.1,42.7,36.6,27957,Machine_Failure
Makino-L1-Unit1-2013,5.244833265,22.6,54,31.6,14266,No_Machine_Failure
Makino-L1-Unit1-2013,5.243763301,22.6,51.5,34.8,18436,No_Machine_Failure
Makino-L2-Unit1-2015,4.499546058,16.3,42.9,35.7,17919,Machine_Failure
Makino-L2-Unit1-2015,4.501613528,12.5,52.4,34.9,25528,Machine_Failure
Makino-L2-Unit1-2015,5.244508203,22.6,39.1,38.7,17726,No_Machine_Failure
Makino-L1-Unit1-2013,4.5010932,19.4,52.5,41.1,18128,Machine_Failure
Makino-L2-Unit1-2015,5.245107966,22.7,46.2,33.3,14152,No_Machine_Failure
Makino-L3-Unit1-2015,4.515339843,25.6,50,35.8,18165,Machine_Failure
Makino-L2-Unit1-2015,4.50061115,21.5,39.2,40.5,18127,Machine_Failure
Makino-L3-Unit1-2015,4.499787238,15.1,45.6,37.6,18122,Machine_Failure
Makino-L1-Unit1-2013,3.822989697,24.2,35.2,30.8,17919,Machine_Failure
Makino-L3-Unit1-2015,6.960635908,25.8,46.3,32.7,14881,Machine_Failure
Makino-L1-Unit1-2013,4.566853902,5.1,48.9,29.4,27613,Machine_Failure
Makino-L1-Unit1-2013,3.911301948,17.4,47.5,36.6,21951,Machine_Failure
Makino-L1-Unit1-2013,6.839413159,19.9,50.4,34.5,26605,Machine_Failure
Makino-L3-Unit1-2015,6.863944117,21.1,51.3,32.1,20504,Machine_Failure
Makino-L1-Unit1-2013,4.182822392,12.3,46.1,28,21951,Machine_Failure
Makino-L1-Unit1-2013,4.216488735,12.3,52.1,31.2,27957,Machine_Failure
Makino-L2-Unit1-2015,,,52.5,29.9,,No_Machine_Failure
Makino-L2-Unit1-2015,,,43.5,33.8,27882,No_Machine_Failure
Makino-L2-Unit1-2015,3.800408771,11.9,47.9,38.6,23432,Machine_Failure
Makino-L3-Unit1-2015,3.819969154,19,55.1,37.5,26526,Machine_Failure
Makino-L2-Unit1-2015,3.788093233,7.4,43.7,30.2,27613,Machine_Failure
Makino-L1-Unit1-2013,3.781411169,26.1,42.9,32.9,26605,Machine_Failure
Makino-L2-Unit1-2015,3.819605653,7.4,46.3,33.2,20504,Machine_Failure
Makino-L1-Unit1-2013,6.823141776,33.6,46.2,35.6,25121,No_Machine_Failure
Makino-L1-Unit1-2013,,36,54.4,43.5,19197,No_Machine_Failure
Makino-L1-Unit1-2013,,,51.3,30,26289,No_Machine_Failure
Makino-L2-Unit1-2015,,,39.8,37.8,,No_Machine_Failure
Makino-L1-Unit1-2013,4.071163609,11.2,53.6,38,20801,Machine_Failure
Makino-L3-Unit1-2015,6.249544837,31.3,42.9,37.1,24616,No_Machine_Failure
Makino-L2-Unit1-2015,,36.1,44.8,37.5,25468,No_Machine_Failure
Makino-L2-Unit1-2015,,,46.2,35,18436,No_Machine_Failure
Makino-L3-Unit1-2015,,,50.6,32.5,17726,No_Machine_Failure
Makino-L2-Unit1-2015,,12.2,40.9,31,25642,No_Machine_Failure
Makino-L2-Unit1-2015,,11.9,45.2,33.8,25576,No_Machine_Failure
Makino-L3-Unit1-2015,11.35,5.7,49.3,30.4,15217,No_Machine_Failure
Makino-L3-Unit1-2015,,,44.7,38.7,15217,No_Machine_Failure
Makino-L2-Unit1-2015,11.3,34.1,44.2,38.9,25156,No_Machine_Failure
Makino-L3-Unit1-2015,,34.9,52.2,31,25312,No_Machine_Failure
Makino-L2-Unit1-2015,5.937147147,12.2,49.4,42.1,23685,No_Machine_Failure
Makino-L3-Unit1-2015,6.893181921,13.4,44.7,30.6,20801,Machine_Failure
Makino-L3-Unit1-2015,5.973351532,29,50.4,39.6,23742,No_Machine_Failure
Makino-L3-Unit1-2015,5.782838189,27.6,49.2,31.7,17726,No_Machine_Failure
Makino-L3-Unit1-2015,3.895031347,7.4,50.1,34.8,19197,No_Machine_Failure
Makino-L2-Unit1-2015,3.106960002,9.9,44.8,37.5,14152,No_Machine_Failure
Makino-L2-Unit1-2015,3.105982448,10.6,49.2,35.4,14266,No_Machine_Failure
Makino-L2-Unit1-2015,6.560332199,35.5,51.1,33,23432,Machine_Failure
Makino-L2-Unit1-2015,4.84252053,8.6,47.3,33.4,19451,Machine_Failure
Makino-L1-Unit1-2013,6.893181921,14.9,48.2,33.1,19551,Machine_Failure
Makino-L2-Unit1-2015,5.918357337,8.3,49.7,38.8,19549,Machine_Failure
Makino-L3-Unit1-2015,4.837120974,29.8,42.3,34.1,17919,Machine_Failure
Makino-L2-Unit1-2015,5.567856573,25.2,56.2,,26526,Machine_Failure
Makino-L3-Unit1-2015,4.828033216,22.6,46.2,33.4,25528,Machine_Failure
Makino-L3-Unit1-2015,4.828503333,4.2,49.1,44.3,23432,Machine_Failure
Makino-L2-Unit1-2015,4.84758702,18,47.4,31.7,26526,Machine_Failure
Makino-L2-Unit1-2015,5.846070562,5.7,47.8,39.1,23395,No_Machine_Failure
Makino-L1-Unit1-2013,4.84252053,30.3,42.9,36.1,25528,Machine_Failure
Makino-L2-Unit1-2015,5.815973253,12.2,45.4,35.1,16198,No_Machine_Failure
Makino-L3-Unit1-2015,5.8598918,7.4,50,34.6,23430,No_Machine_Failure
Makino-L2-Unit1-2015,5.857324001,8.7,42,38.4,23412,No_Machine_Failure
Makino-L3-Unit1-2015,5.933555177,4.5,52,41.2,23669,No_Machine_Failure
Makino-L3-Unit1-2015,4.825488125,28.7,48.2,33.1,19475,Machine_Failure
Makino-L2-Unit1-2015,5.803306474,6.8,52,34.1,23199,No_Machine_Failure
Makino-L3-Unit1-2015,5.820913856,5.7,48.3,31.6,23275,No_Machine_Failure
Makino-L1-Unit1-2013,5.112631585,21.4,47.2,35.3,14152,No_Machine_Failure
Makino-L2-Unit1-2015,3.053148837,5.7,43.5,36,17726,No_Machine_Failure
Makino-L2-Unit1-2015,3.053451378,4.5,,39.1,16198,No_Machine_Failure
Makino-L2-Unit1-2015,5.1235561,21.5,50.9,29.2,15217,No_Machine_Failure
Makino-L2-Unit1-2015,5.105436688,21.3,43.7,28.7,14266,No_Machine_Failure
Makino-L1-Unit1-2013,4.795052556,28.7,48.6,30.9,27957,Machine_Failure
Makino-L2-Unit1-2015,4.791926703,27,,30,21951,Machine_Failure
Makino-L2-Unit1-2015,5.421461824,24.2,48.8,36.5,13272,No_Machine_Failure
Makino-L1-Unit1-2013,4.57194396,26.4,46.7,38.1,20504,Machine_Failure
Makino-L1-Unit1-2013,5.149598395,21.7,46.9,33.7,18436,No_Machine_Failure
Makino-L3-Unit1-2015,5.138426397,21.7,49,30.8,19197,No_Machine_Failure
Makino-L2-Unit1-2015,5.147978147,10.6,47.5,34.6,20713,No_Machine_Failure
Makino-L1-Unit1-2013,5.147961815,21.7,39.1,35.2,20707,No_Machine_Failure
Makino-L2-Unit1-2015,4.579305783,25.6,47.4,35.2,26605,Machine_Failure
Makino-L3-Unit1-2015,4.502364,9.7,46.7,30.8,26605,Machine_Failure
Makino-L2-Unit1-2015,5.249343273,8.7,51.2,34.2,21111,No_Machine_Failure
Makino-L1-Unit1-2013,5.251946537,22.7,47.4,38,14152,No_Machine_Failure
Makino-L3-Unit1-2015,4.501733363,26.4,46.5,31.2,18131,Machine_Failure
Makino-L2-Unit1-2015,4.501733363,30.3,50.3,38.6,26526,Machine_Failure
Makino-L3-Unit1-2015,5.253155102,22.7,50.1,28.9,14266,No_Machine_Failure
Makino-L1-Unit1-2013,4.506214544,29.8,48.6,35.2,23432,Machine_Failure
Makino-L1-Unit1-2013,4.501634214,25.6,47.8,34.1,18131,Machine_Failure
Makino-L1-Unit1-2013,5.251354959,22.7,50.3,26.2,15217,No_Machine_Failure
Makino-L1-Unit1-2013,5.249524103,22.7,44.4,36.1,16198,No_Machine_Failure
Makino-L3-Unit1-2015,4.506915187,24.4,51.6,35.2,27613,Machine_Failure
Makino-L2-Unit1-2015,4.504514739,27,56.1,40.8,18142,Machine_Failure
Makino-L1-Unit1-2013,4.504514739,24.4,43.9,36.3,18137,Machine_Failure
Makino-L2-Unit1-2015,6.839413159,19,47.6,30.8,14678,Machine_Failure
Makino-L3-Unit1-2015,4.86086247,18.7,44.8,29,14817,Machine_Failure
Makino-L3-Unit1-2015,3.846394926,21.6,40.7,31.1,24550,Machine_Failure
Makino-L3-Unit1-2015,3.888834693,29.3,44.2,26.4,14152,No_Machine_Failure
Makino-L3-Unit1-2015,3.053148837,29.2,50.1,43.1,13272,No_Machine_Failure
Makino-L2-Unit1-2015,3.053451378,28.4,48.5,37,19197,No_Machine_Failure
Makino-L1-Unit1-2013,0.325,22,50,24.1,21951,Machine_Failure
Makino-L1-Unit1-2013,5.358623507,20.1,49.5,30.6,15180,Machine_Failure
Makino-L2-Unit1-2015,6.863944117,19.7,54.6,35.3,15329,Machine_Failure
Makino-L1-Unit1-2013,5.828437364,28,52.9,33.4,23323,No_Machine_Failure
Makino-L3-Unit1-2015,6.560332199,17.1,42.7,37.8,22999,Machine_Failure
Makino-L1-Unit1-2013,4.566853902,20.1,44.5,28.9,15221,Machine_Failure
Makino-L2-Unit1-2015,5.567856573,9.3,43.6,32,15312,Machine_Failure
Makino-L1-Unit1-2013,6.257419307,12.2,46.2,44.2,24685,No_Machine_Failure
Makino-L3-Unit1-2015,5.870489849,28.4,46.4,29.6,18436,No_Machine_Failure
Makino-L3-Unit1-2015,5.831537685,28,49.9,29.7,17726,No_Machine_Failure
Makino-L2-Unit1-2015,5.84485719,28.1,49.1,35.9,23367,No_Machine_Failure
Makino-L2-Unit1-2015,4.84252053,24.8,49.5,28.9,14692,Machine_Failure
Makino-L3-Unit1-2015,3.105982448,11.9,51.8,42.9,23926,No_Machine_Failure
Makino-L2-Unit1-2015,3.677968801,19.9,40.7,31.5,20504,Machine_Failure
Makino-L1-Unit1-2013,5.835994979,28.1,40.6,33.7,23359,No_Machine_Failure
Makino-L1-Unit1-2013,6.960635908,22.4,50.7,37.4,15307,Machine_Failure
Makino-L1-Unit1-2013,6.863944117,29.8,48.3,38,0,Machine_Failure
Makino-L1-Unit1-2013,6.893181921,26.6,46.4,37.2,15305,Machine_Failure
Makino-L2-Unit1-2015,3.895031347,8.7,51,28.7,24896,No_Machine_Failure
Makino-L1-Unit1-2013,6.251183089,5.7,46.5,32.1,24665,No_Machine_Failure
Makino-L2-Unit1-2015,6.337715026,7.4,51.8,40.3,24843,No_Machine_Failure
Makino-L3-Unit1-2015,6.591385227,6.8,46.9,40,25039,No_Machine_Failure
Makino-L3-Unit1-2015,3.843271921,16.1,42.2,40.7,15241,Machine_Failure
Makino-L1-Unit1-2013,3.852705188,11.2,50.4,35.6,15252,Machine_Failure
Makino-L2-Unit1-2015,6.326593329,6.8,44.8,37.5,24793,No_Machine_Failure
Makino-L1-Unit1-2013,5.918357337,5.1,53.2,31.9,0,Machine_Failure
Makino-L2-Unit1-2015,3.89828778,12.1,54.3,40.3,27613,Machine_Failure
Makino-L2-Unit1-2015,3.852802258,24.8,51.7,33.3,15266,Machine_Failure
Makino-L2-Unit1-2015,6.333012509,5.7,47.2,30.6,24810,No_Machine_Failure
